rainfall_mm_hr,slope_degrees,soil_moisture_proxy_pct,historical_landslide_frequency,ground_movement_proxy_pct,risk_score
4.119,22.714,64.89,3.37,53.1,17.631
31.597,39.978,78.36,4.22,78.5,36.036
11.625,8.497,79.57,1.875,38.0,17.748
9.016,54.508,53.1,3.877,75.6,26.297
45.199,54.644,73.46,5.665,86.2,46.333
5.689,46.437,20.18,4.019,66.1,19.509
13.906,28.862,10.91,3.027,42.9,17.054
18.991,20.597,5.35,3.07,32.2,16.831
50.136,16.781,86.19,1.98,49.5,37.368
133.711,29.785,7.3,4.872,47.5,34.653
149.095,19.643,96.02,3.487,59.3,40.66
179.918,36.734,2.34,5.018,54.1,35.85
50.371,46.198,28.46,4.577,70.0,40.438
57.623,5.987,3.11,2.041,12.7,25.819
22.657,0.947,66.77,2.315,26.9,19.918
119.982,27.05,17.8,3.576,44.3,33.845
147.192,18.13,45.47,3.946,43.7,35.226
83.06,52.255,68.78,5.017,83.2,46.715
75.701,24.441,24.43,2.99,42.0,33.372
190.985,1.255,90.83,3.246,36.8,35.626
67.251,34.875,34.8,2.868,56.4,36.778
75.737,46.921,73.4,5.376,85.5,46.371
124.493,49.332,90.03,4.134,87.3,95.209
32.317,35.382,16.59,3.897,54.0,28.172
24.739,2.282,71.91,0.879,26.3,20.225
40.054,10.21,70.3,1.49,36.2,29.233
43.119,45.48,73.45,4.468,83.2,42.082
116.106,24.972,10.55,2.847,38.0,31.819
14.118,51.201,79.25,5.387,87.2,32.219
195.592,26.902,16.85,3.38,43.4,33.504
171.43,31.551,29.15,3.778,53.2,36.333
80.668,49.963,38.57,4.826,73.6,42.669
192.651,4.413,34.49,2.877,22.4,29.772
97.134,52.153,14.5,5.825,68.9,41.554
128.491,8.301,66.09,3.145,36.9,34.415
186.767,57.498,70.0,6.47,87.2,96.531
81.49,45.863,69.0,5.206,83.7,45.469
90.122,27.414,17.19,3.242,43.7,33.517
9.939,56.352,82.32,3.946,84.6,30.412
105.104,59.077,97.42,4.545,90.6,50.942
8.247,47.562,21.87,3.993,66.5,21.052
36.885,23.959,47.16,2.075,46.0,29.048
6.316,40.157,39.84,3.235,64.7,19.7
78.557,18.402,69.83,3.147,49.3,37.144
85.47,24.834,91.1,3.149,62.8,40.96
66.291,21.623,78.2,3.175,55.4,38.831
163.169,10.606,83.31,3.175,44.7,36.869
161.912,13.237,22.97,3.679,30.8,31.354
105.4,32.597,55.87,2.934,60.3,38.642
76.218,58.477,77.11,4.585,84.6,48.611
121.901,55.337,92.23,4.365,88.6,96.391
183.249,42.973,31.23,4.33,67.9,39.749
176.718,23.04,94.5,3.593,62.9,41.38
183.042,1.568,23.64,1.918,13.6,26.938
130.148,15.945,76.45,3.501,49.4,37.674
70.129,1.58,81.3,1.231,29.2,32.575
135.635,26.462,3.89,4.317,41.4,32.944
76.54,59.434,9.23,5.587,66.7,42.397
179.095,34.366,41.16,3.423,59.1,37.933
74.449,17.722,55.8,3.49,45.2,35.798
119.873,49.176,32.43,5.9,74.5,42.921
15.772,40.828,29.57,4.766,66.2,24.463
41.248,44.461,30.42,4.256,69.2,36.073
77.458,57.346,55.15,5.745,80.9,47.133
145.598,35.273,17.31,3.533,53.2,35.631
80.756,35.553,9.11,4.089,52.5,35.366
15.644,36.603,43.4,3.646,62.8,23.806
196.971,44.327,92.46,5.35,90.4,95.448
168.919,35.705,23.57,4.414,57.8,37.327
142.445,22.699,30.36,2.508,40.6,33.128
133.683,10.293,28.81,3.702,29.3,31.346
135.255,39.615,8.08,3.573,55.4,35.652
57.304,14.555,93.14,2.826,51.2,38.495
144.673,58.593,95.38,5.078,91.3,97.554
92.602,42.015,27.57,3.833,64.5,38.614
99.423,13.007,80.6,3.57,47.6,37.528
109.633,40.838,7.23,4.607,59.1,36.905
114.534,47.781,53.58,5.621,80.1,44.64
134.721,14.562,15.56,2.656,27.5,29.788
179.515,18.835,5.01,2.821,29.5,29.777
169.432,33.77,59.19,3.693,64.5,40.058
41.747,51.115,78.97,3.612,82.7,42.494
33.576,39.098,14.56,4.674,59.5,30.155
14.281,59.567,52.97,5.532,79.7,31.466
83.378,5.28,73.87,2.525,34.3,33.94
167.322,8.401,55.62,2.951,33.4,33.087
30.478,58.895,13.61,4.558,65.5,33.104
61.336,33.597,48.97,4.268,62.7,39.487
33.975,51.592,77.79,5.224,86.4,40.716
138.401,19.922,98.44,2.934,59.0,40.42
181.145,53.87,83.19,4.957,87.3,95.932
85.677,12.504,3.45,2.549,21.3,27.874
170.278,15.375,51.56,2.77,39.5,34.052
180.925,11.582,81.01,3.661,46.3,37.341
52.907,59.661,53.91,4.676,77.9,46.425
163.234,7.558,7.56,1.75,15.0,26.368
186.083,23.997,72.28,4.278,59.0,39.862
89.579,0.291,0.54,1.472,4.2,23.644
53.364,18.326,44.09,2.502,39.8,33.63
190.377,38.689,94.62,5.204,84.4,94.681
13.988,31.341,28.28,4.087,53.5,20.663
71.587,35.349,68.06,4.415,70.7,42.14
174.309,38.888,54.82,4.331,70.5,41.408
126.966,2.382,18.72,2.94,15.6,27.637
183.204,39.978,84.15,5.16,82.6,94.107
113.983,43.956,91.5,3.927,86.1,46.188
35.922,45.87,2.74,4.901,63.1,31.673
131.694,41.621,99.74,4.937,88.5,95.291
19.729,54.079,0.63,5.638,64.3,26.958
58.875,33.399,56.25,3.83,63.6,39.791
10.081,27.034,41.75,3.637,51.7,18.974
96.754,20.073,36.78,2.699,40.1,33.429
67.954,42.07,23.78,4.882,66.1,39.291
72.919,27.726,4.05,3.939,41.9,32.861
114.992,54.635,11.87,5.034,66.1,41.017
119.465,41.239,35.32,5.243,69.5,40.743
63.628,58.828,71.41,5.128,84.2,48.625
173.996,5.119,4.38,3.522,15.8,27.287
67.337,19.953,54.55,3.232,46.6,35.906
170.197,29.263,44.04,3.714,55.0,37.381
15.202,36.035,11.02,3.503,52.1,19.771
171.182,21.731,87.59,3.309,58.7,40.027
89.824,21.701,77.27,2.575,53.7,38.128
196.667,52.139,9.54,4.83,64.9,39.979
56.254,29.162,33.21,2.795,49.4,35.218
194.96,6.824,62.34,2.326,32.1,32.82
116.86,17.073,64.18,3.02,45.8,36.087
83.965,37.252,99.59,4.719,83.1,46.358
183.875,44.072,93.55,4.948,89.4,95.223
152.903,19.292,9.59,3.941,34.2,31.54
46.562,2.603,92.88,1.588,34.7,32.938
59.118,5.602,45.93,1.846,24.6,30.24
72.122,11.683,95.48,2.64,48.2,37.903
110.207,6.359,66.7,2.99,34.6,33.878
59.709,54.513,99.08,4.948,92.1,50.494
41.905,35.651,8.7,4.033,52.3,31.724
74.337,17.838,75.66,2.01,47.5,36.483
43.189,59.441,42.8,5.095,75.6,42.587
51.673,10.065,16.23,2.423,22.1,28.591
98.469,19.768,87.28,2.42,54.2,38.627
65.135,50.005,31.7,3.985,69.5,41.056
145.18,25.234,74.23,4.253,60.9,40.334
91.212,17.284,14.32,2.489,29.7,30.103
149.82,12.561,87.4,3.25,48.3,37.844
93.25,4.868,54.06,1.335,25.0,30.439
55.461,22.362,43.83,2.011,43.0,34.02
154.223,48.75,26.74,5.145,70.9,41.419
108.327,23.171,67.16,2.99,53.4,37.781
0.273,34.245,12.08,4.346,52.5,13.778
98.741,3.896,31.16,1.908,18.4,28.288
156.394,29.715,73.55,3.309,63.4,40.313
52.821,11.948,11.2,3.18,24.6,29.25
148.289,44.161,13.03,5.17,65.9,38.885
91.671,3.237,62.94,1.814,27.0,31.536
161.222,10.745,8.28,2.984,21.9,28.451
173.339,11.21,91.07,2.488,46.0,37.152
62.293,10.59,77.52,1.655,39.2,34.661
69.82,8.693,12.39,1.771,17.8,27.181
54.521,14.942,93.09,2.166,49.9,37.898
20.067,2.012,59.09,0.628,21.5,16.438
153.707,39.938,57.02,4.209,72.0,41.765
124.027,12.346,69.92,3.084,42.4,35.701
142.762,53.126,23.94,5.346,70.5,42.321
27.348,56.831,51.3,5.529,79.2,36.402
93.488,45.75,33.35,5.334,73.3,41.654
110.912,14.937,59.43,3.208,42.4,35.269
182.008,44.405,96.87,5.162,91.3,95.644
65.479,12.524,4.85,2.678,22.1,28.165
54.54,14.784,86.13,2.834,49.4,37.785
82.956,35.592,78.29,4.728,74.9,43.644
154.959,59.598,54.54,5.429,79.9,47.256
117.288,6.625,40.21,3.038,27.0,31.074
86.185,52.63,18.5,4.472,66.7,40.708
17.622,53.395,65.32,3.886,79.3,31.182
186.694,26.004,5.0,3.589,39.4,32.21
98.424,20.496,64.79,2.571,48.6,36.475
89.87,21.209,95.2,3.823,61.7,41.275
41.933,1.578,67.01,2.536,28.2,28.799
172.621,2.685,72.59,2.576,31.2,33.257
100.446,14.617,79.71,2.769,47.1,36.973
128.64,13.325,67.61,3.733,44.4,36.34
152.398,26.079,8.93,4.349,42.5,33.444
135.058,41.69,51.26,4.15,72.1,41.472
61.629,48.487,62.64,4.614,80.3,44.76
64.532,10.737,54.53,1.597,32.3,32.106
55.564,15.34,52.98,3.334,41.3,34.781
107.099,9.249,56.59,2.202,32.8,32.615
128.983,18.126,31.68,2.864,36.8,32.592
1.086,17.664,20.22,1.456,29.3,8.252
149.235,24.393,5.83,4.516,40.1,32.888
22.907,39.105,39.32,4.263,65.9,27.762
87.139,32.618,41.5,3.868,58.4,38.029
136.858,15.782,59.52,2.075,40.6,34.304
101.776,20.035,32.11,3.012,39.4,33.23
183.642,3.765,26.33,2.298,17.8,28.129
179.439,13.747,75.51,3.722,47.2,37.295
28.865,51.023,41.19,4.725,74.2,33.797
196.289,1.95,38.41,2.053,18.8,28.789
17.34,59.934,45.14,5.307,76.8,31.803
143.79,22.96,21.79,4.248,42.7,34.039
147.516,4.973,6.56,1.834,12.1,25.752
43.702,32.502,13.09,3.725,49.4,31.958
117.315,55.992,54.54,4.859,78.5,45.842
120.386,10.459,93.16,2.702,46.3,37.431
189.61,11.758,64.71,3.968,42.4,35.905
93.907,20.913,95.3,2.751,58.7,40.113
21.165,50.079,47.21,4.25,74.8,30.365
196.084,39.284,33.25,3.88,63.3,38.661
10.615,13.005,56.7,2.706,38.2,16.678
164.417,36.819,47.75,4.954,67.6,40.799
52.581,13.007,98.0,3.288,52.1,39.152
6.832,10.106,2.33,2.197,17.4,7.844
182.456,16.779,75.5,3.68,50.5,37.945
42.185,47.378,41.33,3.698,71.6,37.779
24.995,15.065,56.08,2.939,40.9,23.65
177.898,49.257,72.43,5.113,84.5,94.609
59.989,12.757,72.17,2.191,41.3,35.122
134.28,34.744,17.52,4.441,55.0,36.469
102.253,57.193,59.07,4.698,79.5,46.449
100.085,31.574,31.41,4.745,56.4,37.584
186.606,56.764,48.48,4.939,76.9,45.434
173.678,58.597,65.53,6.453,85.8,96.367
27.763,34.596,10.82,3.908,51.5,25.364
188.84,18.508,13.16,4.012,34.5,31.826
60.107,25.573,69.31,2.375,55.1,37.934
192.682,46.878,34.09,5.577,74.2,42.244
66.049,16.045,3.64,2.2,24.4,28.346
127.893,59.847,74.66,4.945,84.8,96.199
2.852,55.931,38.18,4.316,72.2,22.723
9.068,38.964,29.0,3.488,60.7,19.706
59.312,11.428,57.44,1.727,34.2,32.718
70.076,29.278,80.67,4.057,66.9,41.767
174.64,0.093,79.84,2.027,29.1,32.894
187.658,30.456,78.46,5.051,70.0,92.248
1.811,37.721,30.82,3.363,59.6,16.299
172.721,54.883,82.76,5.975,89.8,96.718
115.425,35.194,50.66,4.119,64.6,39.886
154.655,18.526,34.27,3.167,38.8,33.281
121.812,57.649,59.32,6.012,82.8,47.936
134.342,20.766,41.86,3.445,44.2,34.916
89.465,18.603,96.09,3.166,57.4,40.098
13.624,54.088,98.52,4.628,91.1,33.999
184.887,55.08,10.38,5.404,66.6,41.337
83.213,36.644,39.97,3.452,61.3,38.354
167.624,31.152,34.09,3.901,54.6,36.912
111.142,25.218,2.86,3.725,38.2,31.935
147.071,16.993,96.43,2.665,54.5,39.25
22.36,59.419,31.25,4.142,69.7,31.164
106.764,14.591,33.04,3.248,34.2,32.328
40.064,37.325,20.12,2.929,54.8,31.415
34.656,0.775,84.91,1.454,30.0,26.266
93.209,10.302,44.69,1.575,28.8,30.901
165.614,4.793,82.42,2.398,36.0,34.637
72.389,50.057,17.21,3.834,64.7,39.318
160.35,11.909,78.06,2.482,42.9,35.875
134.531,17.509,89.14,3.173,54.1,39.09
165.242,36.746,10.79,5.323,57.4,37.097
71.898,6.065,30.36,1.397,19.3,28.17
67.792,48.011,26.24,4.999,70.4,41.044
101.421,28.874,27.41,3.519,49.1,35.261
57.807,5.576,67.31,1.878,31.1,32.619
6.044,58.478,70.93,4.908,83.5,28.924
124.307,37.683,60.44,3.827,69.6,91.238
190.755,23.807,15.22,3.926,40.8,33.179
82.295,46.885,81.06,4.877,86.5,46.691
167.041,54.343,9.39,5.379,66.3,41.034
161.448,24.31,44.36,3.03,47.9,35.575
164.892,47.337,14.47,5.953,69.2,40.579
158.475,52.824,73.91,5.69,86.4,95.611
164.232,8.59,61.28,3.692,37.2,34.517
84.158,48.46,88.69,3.899,86.4,46.882
181.402,8.635,27.23,3.197,25.8,30.271
95.338,9.594,31.5,2.497,26.4,30.239
91.662,28.394,52.62,3.711,56.6,38.122
50.285,34.908,5.74,4.419,51.6,35.188
106.078,3.95,89.37,2.492,37.4,35.306
198.812,50.805,44.38,6.046,78.4,44.76
189.76,25.25,81.93,4.867,64.8,41.818
57.553,13.442,16.65,1.759,24.3,28.726
138.863,50.223,52.74,5.028,78.4,44.496
73.438,47.977,33.47,3.836,69.6,40.632
142.984,19.787,74.04,3.449,52.8,38.236
184.31,39.958,2.19,5.445,58.7,37.013
100.8,29.839,41.44,3.706,54.9,37.218
88.294,51.618,39.64,4.676,73.6,43.012
69.618,55.324,87.31,4.74,88.0,49.171
31.475,20.703,73.02,2.328,50.7,29.026
118.043,44.759,53.7,4.57,77.3,42.877
55.691,6.829,12.0,1.567,15.1,26.501
17.33,11.994,77.02,2.524,42.7,21.449
132.927,50.936,6.44,5.627,66.0,40.184
73.964,16.375,21.57,2.417,30.7,30.618
95.286,28.809,77.78,4.343,66.2,41.637
186.865,52.116,1.25,5.315,63.7,39.562
174.365,1.806,84.44,2.275,33.0,34.048
165.792,35.194,21.14,5.277,58.6,37.833
47.753,23.272,90.11,2.917,60.2,39.265
71.661,51.648,54.33,4.997,78.8,44.966
80.774,2.324,69.79,2.006,28.5,32.278
23.562,54.003,34.51,5.269,73.5,31.972
59.103,57.934,62.48,4.441,79.8,46.729
109.455,19.215,17.57,3.068,34.3,31.5
165.855,43.872,58.16,5.323,79.5,43.941
58.483,1.365,87.72,1.569,31.8,33.58
134.902,17.206,76.68,2.782,49.1,37.247
123.765,23.521,3.46,3.202,35.2,31.073
15.553,56.195,2.81,5.391,64.3,25.59
37.046,20.111,20.48,1.826,33.1,25.045
97.196,9.835,32.17,3.347,28.9,31.244
119.604,50.717,36.37,4.086,71.1,41.837
44.678,55.105,68.5,5.081,83.3,45.061
161.75,7.869,70.91,3.008,37.5,34.705
18.37,21.453,14.75,3.246,36.4,17.969
7.426,30.998,24.89,2.669,48.6,15.861
67.205,45.087,9.1,5.121,65.5,38.615
4.0,52.686,77.61,3.951,83.2,26.446
59.538,27.301,66.21,3.802,59.7,39.46
81.753,43.6,29.02,3.907,66.9,39.213
55.261,15.924,98.65,1.654,51.4,38.207
183.587,32.297,0.63,4.547,47.4,34.16
104.308,44.242,35.64,4.959,72.2,41.173
193.749,18.72,80.02,4.413,55.8,39.643
66.99,25.297,55.31,2.503,51.0,36.463
133.987,57.946,97.75,4.889,91.5,97.501
71.818,59.313,77.63,5.754,87.7,50.066
151.053,22.149,1.87,3.6,34.2,30.994
90.929,58.975,85.03,5.285,88.7,50.319
110.956,14.799,87.78,2.642,49.4,37.772
180.886,8.605,42.45,3.079,30.0,31.817
132.146,36.696,79.42,4.591,76.1,92.924
157.071,37.56,12.53,4.988,58.0,37.13
132.806,29.741,4.7,3.041,42.1,32.469
37.097,6.994,13.26,2.744,18.6,22.214
45.319,0.521,37.92,2.078,17.1,26.374
192.413,1.382,29.25,2.812,17.3,28.434
111.573,4.973,87.06,1.401,35.1,34.161
50.791,6.787,45.64,2.45,27.4,31.102
63.303,18.664,6.51,3.041,30.3,30.129
102.862,15.342,3.52,3.067,25.8,29.066
194.499,11.844,77.75,3.769,45.9,37.154
186.391,26.827,49.35,4.982,57.1,38.714
157.732,17.293,71.15,3.255,48.7,37.146
152.257,58.813,8.78,5.984,67.6,42.615
78.679,23.212,82.31,3.825,60.0,40.318
165.762,39.456,8.54,4.851,58.5,36.984
169.086,43.566,84.51,4.748,85.6,94.385
142.929,50.281,32.88,4.779,71.8,42.068
33.147,39.036,4.24,4.118,54.9,28.243
28.454,35.096,36.87,3.205,58.1,27.924
151.76,45.388,72.88,5.632,85.9,94.417
114.535,57.077,27.87,4.946,70.7,43.247
37.4,0.003,25.42,1.821,12.2,21.131
157.967,13.685,68.9,3.664,45.0,36.494
30.045,32.166,52.5,3.344,59.8,29.815
157.407,58.025,32.16,4.903,71.9,43.891
180.602,50.908,20.89,4.942,68.6,41.061
57.828,58.589,34.28,5.816,74.8,45.195
190.672,14.103,84.86,2.982,48.6,37.642
0.536,0.444,44.17,1.058,16.4,6.287
29.277,52.36,55.38,5.122,79.4,36.255
30.012,19.803,40.05,2.36,39.9,24.583
198.099,52.933,49.08,6.356,80.6,46.084
111.048,48.347,75.83,5.683,87.0,47.281
136.873,22.564,29.98,2.629,40.6,33.18
74.506,27.96,83.53,2.893,63.4,40.579
44.385,2.79,97.4,1.099,35.1,32.016
196.308,25.834,88.99,3.529,64.2,41.348
182.426,33.639,79.95,4.99,73.8,92.777
112.886,39.677,17.07,4.885,61.4,38.008
150.739,29.809,70.5,3.659,63.4,40.36
10.798,50.249,6.86,4.631,63.6,21.797
97.519,9.43,13.48,2.146,19.9,27.857
188.126,0.404,73.14,3.019,29.9,33.251
123.927,4.565,96.6,2.325,39.9,36.07
80.486,53.219,24.18,4.975,69.7,41.986
117.713,13.605,54.6,3.149,39.4,34.371
173.579,47.789,19.78,6.271,71.6,41.594
25.686,31.586,10.5,3.407,46.8,23.209
30.012,59.897,44.05,4.95,75.6,36.882
40.39,52.027,98.98,3.789,89.2,44.49
4.607,52.651,46.26,4.319,74.7,23.635
21.043,4.245,32.47,1.307,17.7,15.151
159.469,4.944,69.97,3.238,34.6,34.169
128.057,28.05,40.26,2.848,50.4,35.794
54.017,7.135,9.14,2.578,17.1,27.299
109.574,53.349,3.27,4.24,61.6,38.958
98.049,31.017,54.65,3.261,59.0,38.483
99.523,49.083,18.45,3.93,65.4,39.33
14.182,11.18,31.0,1.495,25.5,13.754
100.356,21.95,32.19,2.283,39.8,32.925
191.895,22.827,62.18,4.6,55.5,38.815
29.14,58.277,41.48,5.717,76.7,36.635
86.727,30.653,62.26,3.408,61.3,39.388
149.806,50.965,20.66,4.91,68.5,41.016
54.77,42.559,67.04,4.245,78.0,43.505
71.283,24.352,27.35,3.946,45.1,34.658
99.923,51.036,57.15,5.275,80.3,45.422
197.801,18.971,17.29,3.666,35.4,32.03
16.736,7.257,73.16,2.297,35.8,19.443
150.303,15.856,43.64,3.424,39.3,33.965
145.813,19.172,99.68,2.971,58.6,40.422
156.48,36.594,41.44,3.439,61.7,38.491
38.973,23.066,82.89,2.36,56.4,33.986
166.439,43.608,9.37,4.759,63.2,37.932
56.49,2.273,81.96,1.137,30.0,32.709
90.952,37.813,77.53,4.306,76.0,43.634
144.91,38.232,43.57,4.805,67.6,40.509
53.425,57.654,64.23,4.894,81.5,47.325
131.091,36.752,23.93,4.921,60.3,38.129
0.437,59.843,27.75,4.355,69.2,21.45
115.84,39.544,41.02,4.249,66.9,39.956
136.351,56.721,55.29,4.839,78.7,46.071
112.117,49.64,79.76,4.242,84.5,46.524
191.107,54.02,40.46,5.802,76.6,44.814
159.514,7.086,92.29,1.735,39.9,35.565
151.692,4.576,11.37,1.555,12.4,25.903
171.682,20.429,24.32,4.113,40.3,33.598
119.14,40.627,75.21,4.723,79.5,44.454
98.415,31.816,74.07,4.075,67.8,41.641
0.949,53.247,87.08,4.984,88.6,27.339
100.413,26.317,55.49,3.841,55.5,38.096
49.079,47.234,59.22,5.233,80.8,44.33
151.167,35.026,51.09,4.3,65.0,40.081
9.527,33.824,17.89,2.769,49.9,16.767
35.386,2.745,53.59,1.688,23.3,23.834
58.493,48.892,85.56,3.625,84.7,46.354
86.414,36.974,81.58,3.46,74.2,43.015
34.028,35.574,71.8,3.657,70.2,34.794
76.937,37.467,48.38,3.778,65.6,39.804
58.493,28.848,48.97,4.003,56.8,38.126
143.522,5.843,53.75,1.661,26.8,30.964
121.108,2.065,88.6,1.875,33.6,34.153
86.27,34.165,42.56,4.646,62.3,39.302
128.073,49.567,18.71,5.854,70.2,41.454
59.546,25.617,30.71,2.699,44.4,34.032
1.757,17.868,48.09,2.71,41.1,12.952
10.927,31.434,50.68,3.648,59.3,21.348
172.294,32.879,64.05,4.328,66.6,91.119
79.111,27.792,98.97,4.089,70.8,43.472
37.37,9.424,58.89,2.853,35.3,28.023
90.573,12.727,83.31,2.375,45.1,36.53
199.548,1.281,12.75,3.154,13.1,26.949
116.437,38.16,59.72,4.36,71.2,41.81
89.506,0.35,44.63,2.177,19.2,29.234
165.151,29.823,95.13,4.94,74.0,44.393
110.072,38.437,90.34,3.883,79.5,44.75
132.333,18.747,91.63,3.373,56.8,39.854
3.257,51.846,1.37,4.769,62.3,18.383
57.848,33.604,89.72,3.702,73.5,43.388
133.837,29.731,79.83,3.534,65.8,41.239
5.891,39.767,68.22,3.461,73.3,22.778
81.947,4.796,16.8,2.555,16.8,27.582
147.101,39.787,13.57,5.199,61.3,37.972
7.625,20.709,59.51,1.863,45.5,16.568
6.96,51.659,95.89,4.364,89.7,29.949
68.387,22.026,53.32,3.723,49.8,36.752
113.014,6.937,41.55,2.897,27.4,31.148
185.396,27.612,71.01,2.954,59.4,39.185
154.769,37.024,76.05,4.947,76.3,92.969
158.777,7.532,72.41,2.998,37.6,34.783
54.037,49.257,15.19,3.778,64.0,38.855
166.365,2.345,81.75,3.104,34.9,34.731
99.314,42.649,74.83,4.753,81.7,44.907
93.237,11.917,27.9,3.178,29.6,31.077
30.383,6.276,94.64,1.388,38.8,26.648
150.795,14.759,91.35,2.505,50.1,38.014
0.025,33.474,68.93,3.068,65.5,18.428
84.361,31.415,41.47,4.114,57.6,38.004
157.122,0.052,71.06,2.175,26.8,32.072
54.352,41.099,34.8,3.907,65.9,39.276
70.432,56.293,0.35,5.108,62.9,40.207
104.062,34.979,38.5,3.746,59.8,38.114
179.281,8.711,37.27,3.257,29.0,31.455
107.923,17.394,46.58,2.771,40.2,33.968
20.353,17.117,39.53,2.998,38.4,20.318
194.776,3.521,79.21,1.733,32.0,33.307
150.552,40.719,26.07,4.476,64.3,38.815
148.659,47.0,61.08,5.714,82.6,93.88
157.632,32.663,57.83,3.828,63.2,39.794
171.264,57.289,99.83,5.636,94.0,98.041
185.412,26.523,90.16,3.096,64.3,41.189
15.837,13.42,62.91,1.793,38.3,18.813
51.159,44.437,71.13,4.566,82.1,44.717
116.688,5.82,55.69,2.358,29.1,31.891
184.475,18.606,30.38,4.327,40.6,34.068
115.656,28.337,55.32,3.716,57.4,38.411
153.986,36.478,36.56,4.556,62.9,39.079
72.972,8.19,78.31,1.608,36.6,34.149
159.183,43.663,53.36,4.73,76.3,42.753
74.961,56.548,73.55,4.384,83.0,47.57
77.591,5.195,61.49,2.327,30.0,32.354
48.865,2.87,57.52,1.94,25.3,30.486
135.254,48.218,89.94,4.413,88.0,95.224
157.762,34.594,65.93,4.846,70.3,91.84
151.101,0.223,89.78,2.465,33.3,34.469
146.32,19.273,60.82,2.931,47.0,36.13
196.262,3.581,8.34,2.693,13.2,26.515
25.641,59.568,22.25,4.598,68.2,32.122
79.936,32.14,63.97,3.065,62.6,39.563
197.917,41.426,30.28,4.065,65.3,39.016
9.409,40.124,98.13,3.954,83.9,28.207
53.196,1.256,46.4,0.871,17.5,28.29
52.131,20.965,24.81,2.712,37.5,32.33
86.134,29.425,74.61,3.369,63.5,40.425
175.731,15.958,39.53,4.108,39.9,34.242
197.333,24.285,6.15,3.972,38.8,32.338
12.271,37.964,92.56,3.276,78.1,27.659
111.494,28.833,56.04,4.415,59.9,39.325
121.171,46.461,83.57,4.084,85.3,94.306
142.306,13.78,91.73,2.672,49.5,38.004
28.255,37.42,33.02,2.749,58.4,27.475
146.273,20.253,21.6,3.756,38.4,32.891
107.277,30.335,89.25,3.994,70.5,42.888
196.682,36.423,86.48,4.622,78.0,93.398
56.319,12.699,52.74,3.062,37.6,33.869
193.701,27.719,50.11,4.794,57.8,38.808
102.543,6.199,49.44,2.555,28.1,31.494
47.656,23.557,22.8,3.943,42.9,32.942
6.459,19.145,93.57,1.807,53.9,19.386
54.697,47.459,62.55,3.661,77.9,43.532
84.632,5.547,23.81,1.889,18.0,27.838
153.634,37.582,42.05,3.869,64.0,39.228
118.681,58.267,30.71,4.985,71.7,43.872
79.483,50.082,52.73,4.496,77.1,43.914
36.297,6.372,19.61,1.749,17.3,21.392
182.587,26.563,76.47,3.569,61.4,40.18
0.297,42.05,90.33,3.34,82.2,23.148
52.28,23.42,48.33,2.886,47.7,35.66
155.557,51.431,13.8,6.272,69.8,41.772
183.71,9.771,71.86,2.715,39.2,34.944
164.353,9.846,27.62,3.293,27.5,30.691
58.945,34.285,18.05,4.043,53.6,36.012
102.743,26.559,17.89,3.826,44.4,34.0
123.149,56.4,62.13,5.318,81.9,95.064
24.944,54.36,12.19,4.236,64.2,29.142
159.496,36.115,48.78,4.874,66.9,40.668
106.676,15.045,12.75,3.419,29.1,30.376
84.461,53.534,0.63,4.647,61.8,39.13
164.108,30.426,49.61,4.582,60.1,39.155
71.12,4.16,11.94,1.52,12.0,25.834
44.381,17.594,47.93,2.844,41.0,31.765
4.017,30.039,37.66,2.4,50.7,15.269
148.618,2.652,23.01,1.781,14.3,26.975
195.106,2.827,86.99,2.741,36.1,35.043
160.615,20.904,11.55,3.193,34.7,31.354
100.874,55.242,8.55,6.058,67.7,41.847
198.938,57.877,55.45,5.044,79.2,46.565
128.004,37.004,75.18,3.82,73.2,92.166
132.329,23.727,55.34,3.536,51.8,37.171
77.894,11.481,82.01,1.762,41.8,35.469
30.186,27.202,32.84,2.653,46.7,25.864
41.969,26.568,33.75,2.645,46.3,30.995
123.444,17.697,34.15,3.735,39.2,33.664
119.107,25.258,77.69,3.097,59.1,39.528
41.573,27.68,64.64,3.114,57.9,34.957
174.722,28.288,70.81,3.734,62.0,40.122
138.981,16.83,95.93,3.729,56.8,40.255
89.471,56.008,82.32,4.271,85.4,48.295
74.329,2.172,67.97,1.691,27.0,31.718
163.16,13.231,28.58,2.852,30.4,31.117
99.43,0.825,87.65,1.413,30.7,33.288
165.522,11.703,12.5,2.949,24.1,29.098
147.271,28.148,35.06,3.496,50.5,35.913
108.722,10.939,23.6,3.427,27.8,30.637
62.492,55.176,52.36,4.059,75.9,44.59
140.663,51.906,59.9,4.333,78.8,44.952
153.322,25.814,14.87,3.018,40.7,32.664
100.091,56.767,17.98,5.612,69.4,42.774
7.182,43.002,23.66,4.917,67.2,20.688
138.554,38.221,26.77,4.444,61.6,38.287
8.064,36.904,93.05,3.294,77.2,25.638
87.708,0.609,30.73,2.244,15.5,27.834
133.039,56.764,5.66,5.397,65.2,41.197
161.082,27.696,39.68,3.39,51.2,36.208
6.179,29.494,61.23,3.271,59.3,19.587
80.295,52.258,84.34,4.3,86.1,47.688
58.951,4.607,31.83,2.233,20.3,28.86
112.817,16.471,12.6,3.634,31.2,30.908
175.052,54.464,27.32,5.487,71.9,43.145
25.73,32.114,23.03,3.571,51.5,24.896
